1,{'tyres': ['Metal', 'Roller', 'Cushion', 'Crimson Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Waddle Wing', 'Super Glider', 'Flower Glider', 'Parafoil'], 'vehicles': ['Standard Bike', 'Mach 8', 'Gold Standard', 'Jet Bike'], 'players': ['Oliver', 'Computer', 'Computer', 'Computer'], 'characters': ['Baby Luigi', 'Luigi', 'Roy', 'Larry'], 'handicaps before this game': [0.0, 0.0, 0.0, 0.0], 'team selection': 'random'}
1244,{'tyres': ['Metal', 'Retro Off-road', 'Azure Roller', 'Cyber Slick'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Bowser Kite', 'Wario Wing', 'Cloud Glider', 'Gold Glider'], 'vehicles': ['Teddy Buggy', 'Streetle', 'P-Wing', 'Teddy Buggy'], 'players': ['Uma', 'Andy', 'Sid', 'Johan'], 'characters': ['Yoshi', 'Villager (male)', 'Luigi', 'Iggy'], 'time': 1448988151.51148, 'handicaps before this game': [7.75, 7.75, 5.5, 5.5], 'team selection': 'random'}
1245,{'tyres': ['Roller', 'Normal Blue', 'Wooden', 'Funky Monster'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Waddle Wing', 'Paper Glider', 'MKTV Parafoil', 'Bowser Kite'], 'vehicles': ['Prancer', 'Mercedes GLA', 'Prancer', 'Yoshi Bike'], 'players': ['Joe', 'Sid', 'Rob', 'Andy'], 'characters': ['Peach', 'Mario', 'Morton', 'Ludwig'], 'time': 1449059727.231259, 'handicaps before this game': [5.0, 5.25, 5.5, 8.0], 'team selection': 'random'}
1246,{'tyres': ['Leaf Tyres', 'Roller', 'Cushion', 'Wooden'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Cloud Glider', 'Hylian Kite', 'Flower Glider', 'MKTV Parafoil'], 'vehicles': ['City Tripper', 'Steel Driver', 'B Dasher', 'Circuit Special'], 'players': ['Arvinda', 'Martha', 'Rob', 'Thomas'], 'characters': ['Baby Luigi', 'Koopa Troopa', 'Mario', 'Roy'], 'time': 1449064645.641338, 'handicaps before this game': [2.0, -4.0, 5.25, 4.25], 'team selection': 'random'}
1247,{'tyres': ['Normal Tyres', 'Metal', 'Leaf Tyres', 'Sponge'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['MKTV Parafoil', 'Hylian Kite', 'MKTV Parafoil', 'Waddle Wing'], 'vehicles': ['Mach 8', 'P-Wing', 'Mercedes W 25 Silver Arrow', 'The Duke'], 'players': ['Ian', 'Sid', 'Rob', 'Uma'], 'characters': ['Baby Mario', 'Dry Bowser', 'Cat Peach', 'Toadette'], 'time': 1449145180.899619, 'handicaps before this game': [8.25, 5.0, 5.0, 8.0], 'team selection': 'random'}
1248,{'tyres': ['Retro Off-road', 'Retro Off-road', 'Normal Blue', 'Button'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parafoil', 'Flower Glider', 'Plane Glider', 'Paper Glider'], 'vehicles': ['Mercedes GLA', 'Gold Standard', 'Landship', 'Badwagon'], 'players': ['Rob', 'Sid', 'Arvinda', 'Thomas'], 'characters': ['Baby Daisy', 'Metal Mario', 'Cat Peach', 'Tanooki Mario'], 'time': 1449153539.825227, 'handicaps before this game': [5.25, 4.75, 2.25, 4.0], 'team selection': 'random'}
1249,{'tyres': ['Button', 'TriForce Tyres', 'Crimson Slim', 'Azure Roller'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Waddle Wing', 'Parafoil', 'Cloud Glider', 'Waddle Wing'], 'vehicles': ['Landship', 'Badwagon', 'Mercedes 300 SL Roadster', 'Streetle'], 'players': ['Rob', 'Andy', 'Ian', 'Computer'], 'characters': ['Ludwig', 'Baby Rosalina', 'Yoshi', 'Mario'], 'time': 1449232129.36311, 'handicaps before this game': [5.0, 8.25, 8.5, 0.0], 'team selection': 'random'}
1250,{'tyres': ['Button', 'TriForce Tyres', 'Button', 'Slick'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Peach Parasol', 'Flower Glider', 'Bowser Kite', 'MKTV Parafoil'], 'vehicles': ['Buggybud', 'Yoshi Bike', 'Flame Rider', 'Standard Quad'], 'players': ['Paulin', 'Joe', 'Robh', 'Arvinda'], 'characters': ['Roy', 'Link', 'Pink Gold Peach', 'Donkey Kong'], 'time': 1449243837.420764, 'handicaps before this game': [-0.5, 5.5, -1.75, 2.25], 'team selection': 'random'}
1251,{'tyres': ['Roller', 'Leaf Tyres', 'Cyber Slick', 'Cyber Slick'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Hylian Kite', 'Waddle Wing', 'Bowser Kite', 'Peach Parasol'], 'vehicles': ['Pipe Frame', 'P-Wing', 'Standard Bike', 'Steel Driver'], 'players': ['Thomas', 'Ian', 'Andy', 'Sid'], 'characters': ['Roy', 'Morton', 'Baby Mario', 'Baby Rosalina'], 'time': 1449491159.935615, 'handicaps before this game': [4.5, 8.5, 8.75, 5.25], 'team selection': 'random'}
1252,{'tyres': ['Slick', 'Cushion', 'Monster', 'Retro Off-road'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Wario Wing', 'Cloud Glider', 'Paper Glider', 'Hylian Kite'], 'vehicles': ['Bounder', 'Mr. Scooty', 'Badwagon', 'Streetle'], 'players': ['Guy', 'Ben', 'Simon', 'Eirik'], 'characters': ['Villager (female)', 'Toad', 'Baby Peach', 'Baby Luigi'], 'time': 1449493699.245882, 'handicaps before this game': [5.0, -1.25, 0.0, 6.25], 'team selection': 'random'}
1253,{'tyres': ['Offroad', 'Leaf Tyres', 'Funky Monster', 'GLA Tyres'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Cloud Glider', 'Wario Wing', 'Flower Glider', 'Waddle Wing'], 'vehicles': ['Sport Bike', 'Comet', 'Bounder', 'City Tripper'], 'players': ['Arvinda', 'Sid', 'Joe', 'Thomas'], 'characters': ['Wendy', 'Baby Rosalina', 'Baby Luigi', 'Luigi'], 'time': 1449501360.754158, 'handicaps before this game': [2.0, 5.0, 5.25, 4.75], 'team selection': 'random'}
1254,{'tyres': ['Metal', 'Gold Tyres', 'Cushion', 'Funky Monster'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Plane Glider', 'Paper Glider', 'Flower Glider', 'Peach Parasol'], 'vehicles': ['The Duke', 'Teddy Buggy', 'Mach 8', 'The Duke'], 'players': ['Sid', 'Arvinda', 'Thomas', 'Andy'], 'characters': ['Baby Peach', 'Baby Mario', 'Donkey Kong', 'Roy'], 'time': 1449586502.829892, 'handicaps before this game': [5.25, 2.25, 4.5, 8.5], 'team selection': 'random'}
1255,{'tyres': ['Cyber Slick', 'Normal Tyres', 'Normal Blue', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Gold Glider', 'Plane Glider', 'Super Glider', 'Parafoil'], 'vehicles': ['City Tripper', 'P-Wing', 'Teddy Buggy', 'Comet'], 'players': ['Andy', 'Sid', 'Ian', 'Computer'], 'characters': ['Yoshi', 'Metal Mario', 'Daisy', 'Daisy'], 'time': 1449664675.901495, 'handicaps before this game': [8.75, 5.5, 8.75, 0.0], 'team selection': 'random'}
1256,{'tyres': ['Cushion', 'Normal Blue', 'Offroad', 'Normal Blue'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Paper Glider', 'Plane Glider', 'Gold Glider', 'Parachute'], 'vehicles': ['B Dasher', 'Badwagon', 'P-Wing', 'Master Cycle'], 'players': ['Sid', 'Thomas', 'Joe', 'Arvinda'], 'characters': ['Baby Daisy', 'Villager (male)', 'Villager (female)', 'Waluigi'], 'time': 1449669106.469393, 'handicaps before this game': [5.5, 4.0, 4.75, 1.75], 'team selection': 'random'}
1257,{'tyres': ['Cushion', 'Gold Tyres', 'Slick', 'Crimson Slim'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parachute', 'Super Glider', 'Hylian Kite', 'Peach Parasol'], 'vehicles': ['Mach 8', 'Bone Rattler', 'Mercedes 300 SL Roadster', 'Standard Bike'], 'players': ['Martha', 'Thomas', 'Arvinda', 'Sid'], 'characters': ['Baby Daisy', 'Mario', 'Metal Mario', 'Villager (male)'], 'time': 1449748468.816895, 'handicaps before this game': [-3.75, 4.25, 1.5, 5.25], 'team selection': 'random'}
1258,{'tyres': ['Azure Roller', 'Cyber Slick', 'Cyber Slick', 'Sponge'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Super Glider', 'Gold Glider', 'Wario Wing', 'Flower Glider'], 'vehicles': ['Tri-Speeder', 'Sports Coupe', 'Standard Bike', 'Standard Bike'], 'players': ['Ian', 'Sid', 'Andy', 'Will'], 'characters': ['Mario', 'Bowser', 'Toad', 'Larry'], 'time': 1449755594.055159, 'handicaps before this game': [8.25, 5.0, 8.25, 0.5], 'team selection': 'random'}
1259,{'tyres': ['Leaf Tyres', 'Wooden', 'Slim', 'Wooden'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Gold Glider', 'Wario Wing', 'Cloud Glider', 'Peach Parasol'], 'vehicles': ['Yoshi Bike', 'Blue Falcon', 'Sports Coupe', 'Buggybud'], 'players': ['Andy', 'Ian', 'Thomas', 'Sid'], 'characters': ['Lemmy', 'Yoshi', 'Wario', 'Peach'], 'time': 1449836162.131622, 'handicaps before this game': [8.5, 8.5, 4.0, 4.75], 'team selection': 'random'}
1260,{'tyres': ['Wooden', 'Gold Tyres', 'Roller', 'Sponge'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Gold Glider', 'MKTV Parafoil', 'Flower Glider', 'Waddle Wing'], 'vehicles': ['Wild Wiggler', 'Mercedes W 25 Silver Arrow', 'Teddy Buggy', 'Teddy Buggy'], 'players': ['Eirik', 'Johan', 'Mate', 'Guy'], 'characters': ['Villager (male)', 'Baby Rosalina', 'Villager (female)', 'Donkey Kong'], 'time': 1449841774.37903, 'handicaps before this game': [6.25, 5.25, -2.0, 5.0], 'team selection': 'random'}
1261,{'tyres': ['Wooden', 'Sponge', 'Leaf Tyres', 'Metal'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Wario Wing', 'Bowser Kite', 'Peach Parasol', 'Hylian Kite'], 'vehicles': ['Standard Kart', 'Mercedes GLA', 'Mach 8', 'Steel Driver'], 'players': ['Ian', 'Sid', 'Will', 'Gordon'], 'characters': ['Villager (male)', 'Roy', 'Lakitu', 'Wendy'], 'time': 1449847156.751208, 'handicaps before this game': [8.25, 5.0, 0.25, -1.25], 'team selection': 'random'}
1262,{'tyres': ['Slick', 'GLA Tyres', 'Wooden', 'Metal'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Parachute', 'Super Glider', 'Paper Glider', 'MKTV Parafoil'], 'vehicles': ['Master Cycle', 'Mach 8', 'Cat Cruiser', 'Mercedes GLA'], 'players': ['Andy', 'Sid', 'Uma', 'Ian'], 'characters': ['Donkey Kong', 'Isabelle', 'Koopa Troopa', 'Peach'], 'time': 1450095748.152674, 'handicaps before this game': [8.75, 4.75, 7.75, 8.0], 'team selection': 'random'}
1263,{'tyres': ['Slick', 'Offroad', 'Button', 'Button'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Waddle Wing', 'Paper Glider', 'Bowser Kite', 'Wario Wing'], 'vehicles': ['Mercedes W 25 Silver Arrow', 'Yoshi Bike', 'Standard Bike', 'Mercedes GLA'], 'players': ['Joe', 'Sid', 'Arvinda', 'Thomas'], 'characters': ['Metal Mario', 'Donkey Kong', 'Cat Peach', 'Tanooki Mario'], 'time': 1450104315.636406, 'handicaps before this game': [5.0, 4.5, 1.75, 3.75], 'team selection': 'random'}
1264,{'tyres': ['Azure Roller', 'Cushion', 'TriForce Tyres', 'GLA Tyres'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parachute', 'Parachute', 'MKTV Parafoil', 'Gold Glider'], 'vehicles': ['Tri-Speeder', 'Bone Rattler', 'Jet Bike', 'Mr. Scooty'], 'players': ['Guy', 'Uma', 'Gabriel', 'Sid'], 'characters': ['Shy Guy', 'Isabelle', 'Peach', 'Ludwig'], 'time': 1450184837.826666, 'handicaps before this game': [4.75, 8.0, -0.25, 4.25], 'team selection': 'random'}
1265,{'tyres': ['Button', 'Normal Blue', 'Cushion', 'Roller'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Super Glider', 'MKTV Parafoil', 'Wario Wing', 'MKTV Parafoil'], 'vehicles': ['Teddy Buggy', 'Bone Rattler', 'Tanooki Kart', 'Master Cycle'], 'players': ['Uma', 'Sid', 'Gabriel', 'Guy'], 'characters': ['Wendy', 'Iggy', 'Cat Peach', 'Luigi'], 'time': 1450184840.354071, 'handicaps before this game': [8.0, 4.25, -0.25, 4.75], 'team selection': 'random'}
1266,{'tyres': ['Cushion', 'Monster', 'TriForce Tyres', 'Gold Tyres'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Peach Parasol', 'Paper Glider', 'Paper Glider', 'Hylian Kite'], 'vehicles': ['Varmint', 'Varmint', 'Sport Bike', 'Wild Wiggler'], 'players': ['Thomas', 'Sid', 'Arvinda', 'Uma'], 'characters': ['Baby Luigi', 'Ludwig', 'Villager (female)', 'Dry Bowser'], 'time': 1450190396.406349, 'handicaps before this game': [4.0, 4.0, 2.0, 7.75], 'team selection': 'random'}
1267,{'tyres': ['GLA Tyres', 'Normal Blue', 'Normal Blue', 'Leaf Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Wario Wing', 'Cloud Glider', 'Super Glider', 'Super Glider'], 'vehicles': ['P-Wing', 'Standard Quad', 'City Tripper', 'Jet Bike'], 'players': ['Sid', 'Thomas', 'Andy', 'Ian'], 'characters': ['Morton', 'Villager (female)', 'Ludwig', 'Baby Peach'], 'time': 1450268044.928535, 'handicaps before this game': [3.75, 4.25, 8.5, 8.25], 'team selection': 'random'}
1268,{'tyres': ['Leaf Tyres', 'GLA Tyres', 'Gold Tyres', 'TriForce Tyres'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Hylian Kite', 'Flower Glider', 'Waddle Wing', 'Plane Glider'], 'vehicles': ['Flame Rider', 'Mercedes W 25 Silver Arrow', 'Flame Rider', 'Bounder'], 'players': ['Uma', 'Eirik', 'Joe', 'Guy'], 'characters': ['Tanooki Mario', 'Wario', 'Baby Peach', 'Tanooki Mario'], 'time': 1450275450.813619, 'handicaps before this game': [8.0, 6.0, 4.75, 5.0], 'team selection': 'random'}
1269,{'tyres': ['Monster', 'Roller', 'Azure Roller', 'Cushion'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Bowser Kite', 'Parafoil', 'Peach Parasol', 'Plane Glider'], 'vehicles': ['The Duke', 'P-Wing', 'Buggybud', 'Circuit Special'], 'players': ['Guy', 'Uma', 'Eirik', 'Joe'], 'characters': ['Tanooki Mario', 'Link', 'Pink Gold Peach', 'Ludwig'], 'time': 1450275452.008257, 'handicaps before this game': [5.0, 8.0, 6.0, 4.75], 'team selection': 'random'}
1270,{'tyres': ['Button', 'Monster', 'Button', 'Slim'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Bowser Kite', 'Plane Glider', 'Super Glider', 'Super Glider'], 'vehicles': ['Mach 8', 'Bone Rattler', 'Prancer', 'Bone Rattler'], 'players': ['Joe', 'Andy', 'Ian', 'Sid'], 'characters': ['Mario', 'Peach', 'Bowser', 'Luigi'], 'time': 1450281932.649589, 'handicaps before this game': [4.75, 8.25, 8.5, 3.5], 'team selection': 'random'}
1271,{'tyres': ['Offroad', 'Monster', 'Azure Roller', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Hylian Kite', 'Plane Glider', 'Wario Wing', 'Gold Glider'], 'vehicles': ['Standard Bike', 'Cat Cruiser', 'B Dasher', 'Standard Bike'], 'players': ['Will', 'Sid', 'Uma', 'Andy'], 'characters': ['Donkey Kong', 'Baby Peach', 'Shy Guy', 'Koopa Troopa'], 'time': 1450355713.533211, 'handicaps before this game': [0.5, 3.25, 8.0, 8.0], 'team selection': 'random'}
1272,{'tyres': ['Gold Tyres', 'Cyber Slick', 'Slim', 'Slim'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Gold Glider', 'Gold Glider', 'Wario Wing', 'Parachute'], 'vehicles': ['Varmint', 'Blue Falcon', 'Yoshi Bike', 'Jet Bike'], 'players': ['Arvinda', 'Thomas', 'Joe', 'Martha'], 'characters': ['Toadette', 'Peach', 'Baby Daisy', 'Villager (female)'], 'time': 1450359417.351851, 'handicaps before this game': [1.75, 4.5, 5.0, -3.5], 'team selection': 'random'}
1273,{'tyres': ['Funky Monster', 'Gold Tyres', 'Funky Monster', 'Monster'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Plane Glider', 'Paper Glider', 'Hylian Kite', 'Gold Glider'], 'vehicles': ['Wild Wiggler', 'Mercedes W 25 Silver Arrow', 'Standard Kart', 'Standard Kart'], 'players': ['Paulin', 'Andy', 'Uma', 'Sid'], 'characters': ['Villager (male)', 'Lemmy', 'Mario', 'Yoshi'], 'time': 1450367659.065928, 'handicaps before this game': [-0.5, 8.25, 7.75, 3.0], 'team selection': 'random'}
1274,{'tyres': ['TriForce Tyres', 'Cyber Slick', 'Normal Blue', 'Cushion'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Cloud Glider', 'Bowser Kite', 'Parachute', 'Wario Wing'], 'vehicles': ['P-Wing', 'The Duke', 'Tri-Speeder', 'Master Cycle'], 'players': ['Uma', 'Sid', 'Ian', 'Andy'], 'characters': ['Peach', 'Rosalina', 'Wendy', 'Shy Guy'], 'time': 1450441510.99203, 'handicaps before this game': [7.5, 3.25, 8.75, 8.5], 'team selection': 'random'}
1275,{'tyres': ['Button', 'Cushion', 'Cushion', 'Retro Off-road'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Wario Wing', 'Cloud Glider', 'Bowser Kite', 'MKTV Parafoil'], 'vehicles': ['Blue Falcon', 'Cat Cruiser', 'Sports Coupe', 'Circuit Special'], 'players': ['Arvinda', 'Sid', 'Martha', 'Thomas'], 'characters': ['Baby Mario', 'Link', 'Bowser', 'Waluigi'], 'time': 1450446368.558999, 'handicaps before this game': [2.0, 3.5, -3.75, 4.75], 'team selection': 'random'}
1276,{'tyres': ['Slim', 'Cyber Slick', 'GLA Tyres', 'Normal Tyres'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Peach Parasol', 'MKTV Parafoil', 'Super Glider', 'Flower Glider'], 'vehicles': ['Varmint', 'P-Wing', 'Bone Rattler', 'Wild Wiggler'], 'players': ['Arvinda', 'Thomas', 'Rob', 'Uma'], 'characters': ['Yoshi', 'Isabelle', 'Koopa Troopa', 'Rosalina'], 'time': 1450706471.738463, 'handicaps before this game': [2.25, 4.5, 5.25, 7.25], 'team selection': 'random'}
1277,{'tyres': ['Slim', 'Monster', 'Gold Tyres', 'Wooden'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Super Glider', 'Cloud Glider', 'Super Glider', 'Flower Glider'], 'vehicles': ['B Dasher', 'Yoshi Bike', 'Bounder', 'Master Cycle'], 'players': ['Sid', 'Uma', 'Rob', 'Computer'], 'characters': ['Mario', 'Luigi', 'Yoshi', 'Baby Luigi'], 'time': 1450790764.227873, 'handicaps before this game': [3.75, 7.25, 5.25, 0.0], 'team selection': 'random'}
1278,{'tyres': ['Funky Monster', 'Gold Tyres', 'Slim', 'Offroad'], 'team colours': ['red', 'blue', 'blue', 'red'], 'gliders': ['Flower Glider', 'Gold Glider', 'Bowser Kite', 'Wario Wing'], 'vehicles': ['Streetle', 'Prancer', 'Standard Kart', 'Cat Cruiser'], 'players': ['Thomas', 'Martha', 'Rob', 'Arvinda'], 'characters': ['Mario', 'Peach', 'Lakitu', 'Pink Gold Peach'], 'time': 1450794017.060786, 'handicaps before this game': [4.75, -3.75, 5.75, 2.5], 'team selection': 'random'}
1279,{'tyres': ['Normal Tyres', 'Normal Tyres', 'Normal Blue', 'Leaf Tyres'], 'team colours': ['blue', 'red', 'red', 'blue'], 'gliders': ['Plane Glider', 'MKTV Parafoil', 'Parafoil', 'Hylian Kite'], 'vehicles': ['Wild Wiggler', 'Standard Kart', 'Standard Bike', 'Wild Wiggler'], 'players': ['Ian', 'Sid', 'Arvinda', 'Thomas'], 'characters': ['Lakitu', 'Link', 'Isabelle', 'Baby Mario'], 'time': 1450799745.515218, 'handicaps before this game': [9.25, 3.75, 2.25, 4.5], 'team selection': 'random'}
1280,{'tyres': ['Azure Roller', 'Button', 'Retro Off-road', 'Leaf Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Hylian Kite', 'Plane Glider', 'Parachute', 'Flower Glider'], 'vehicles': ['The Duke', 'Landship', 'Flame Rider', 'Tri-Speeder'], 'players': ['Rob', 'Sid', 'Uma', 'Ian'], 'characters': ['Dry Bowser', 'Bowser', 'Tanooki Mario', 'Lakitu'], 'time': 1450872344.857548, 'handicaps before this game': [6.0, 3.5, 7.75, 9.5], 'team selection': 'random'}
1281,{'tyres': ['Retro Off-road', 'Wooden', 'GLA Tyres', 'Slick'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Wario Wing', 'MKTV Parafoil', 'Waddle Wing', 'Wario Wing'], 'vehicles': ['City Tripper', 'Standard Kart', 'Mercedes GLA', 'Streetle'], 'players': ['Thomas', 'Rob', 'Martha', 'Arvinda'], 'characters': ['Wario', 'Villager (male)', 'Baby Mario', 'Isabelle'], 'time': 1450878391.348622, 'handicaps before this game': [4.75, 6.25, -3.5, 2.0], 'team selection': 'random'}
1282,{'tyres': ['Crimson Slim', 'TriForce Tyres', 'TriForce Tyres', 'TriForce Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['MKTV Parafoil', 'Flower Glider', 'Peach Parasol', 'Peach Parasol'], 'vehicles': ['Standard Kart', 'Prancer', 'Mr. Scooty', 'Standard Bike'], 'players': ['Rob', 'Sid', 'Thomas', 'Arvinda'], 'characters': ['Toad', 'Luigi', 'Toadette', 'Toad'], 'time': 1450885440.952507, 'handicaps before this game': [6.25, 3.25, 4.75, 2.0], 'team selection': 'random'}
1283,{'tyres': ['Slim', 'Normal Blue', 'Button', 'Funky Monster'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Wario Wing', 'Wario Wing', 'Parachute', 'Cloud Glider'], 'vehicles': ['Standard Kart', 'Buggybud', 'Flame Rider', 'Pipe Frame'], 'players': ['Ian', 'Thomas', 'Arvinda', 'Computer'], 'characters': ['Iggy', 'Roy', 'Morton', 'Baby Luigi'], 'time': 1450957420.615815, 'handicaps before this game': [9.25, 4.75, 2.0, 0.0], 'team selection': 'random'}
1284,{'tyres': ['Cushion', 'Metal', 'Cyber Slick', 'GLA Tyres'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Plane Glider', 'Waddle Wing', 'Cloud Glider', 'Waddle Wing'], 'vehicles': ['Bone Rattler', 'Teddy Buggy', 'City Tripper', 'Mercedes W 25 Silver Arrow'], 'players': ['Rob', 'Andy', 'Sid', 'Uma'], 'characters': ['Peach', 'Wendy', 'Baby Daisy', 'Donkey Kong'], 'time': 1451912724.994201, 'handicaps before this game': [6.5, 8.75, 3.5, 8.25], 'team selection': 'random'}
1285,{'tyres': ['Normal Tyres', 'Sponge', 'Monster', 'Roller'], 'team colours': ['red', 'blue', 'red', 'blue'], 'gliders': ['Parafoil', 'Plane Glider', 'Gold Glider', 'Cloud Glider'], 'vehicles': ['Sport Bike', 'Standard Bike', 'B Dasher', 'Wild Wiggler'], 'players': ['Thomas', 'Arvinda', 'Rob', 'Martha'], 'characters': ['Bowser', 'Daisy', 'Pink Gold Peach', 'Pink Gold Peach'], 'time': 1451917760.981707, 'handicaps before this game': [4.75, 2.5, 6.25, -3.25], 'team selection': 'random'}
1286,{'tyres': ['Retro Off-road', 'Azure Roller', 'Monster', 'Leaf Tyres'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Parafoil', 'Cloud Glider', 'Wario Wing', 'Bowser Kite'], 'vehicles': ['Sports Coupe', 'Varmint', 'Gold Standard', 'B Dasher'], 'players': ['Ian', 'Sid', 'Uma', 'Andy'], 'characters': ['Wendy', 'Villager (male)', 'Cat Peach', 'Toad'], 'time': 1451922667.299422, 'handicaps before this game': [9.75, 3.25, 8.5, 9.0], 'team selection': 'random'}
1287,{'tyres': ['Roller', 'Wooden', 'Azure Roller', 'Slim'], 'team colours': ['blue', 'blue', 'red', 'red'], 'gliders': ['Hylian Kite', 'Flower Glider', 'Paper Glider', 'Hylian Kite'], 'vehicles': ['Tri-Speeder', 'Standard Bike', 'Bone Rattler', 'Varmint'], 'players': ['Sid', 'Rob', 'Andy', 'Ian'], 'characters': ['Villager (male)', 'Yoshi', 'Villager (female)', 'Koopa Troopa'], 'time': 1451997184.034229, 'handicaps before this game': [3.5, 6.5, 9.25, 9.5], 'team selection': 'random'}
1288,{'tyres': ['Wooden', 'Sponge', 'Funky Monster', 'Retro Off-road'], 'team colours': ['blue', 'red', 'blue', 'red'], 'gliders': ['Bowser Kite', 'Waddle Wing', 'Flower Glider', 'Gold Glider'], 'vehicles': ['Mercedes GLA', 'Pipe Frame', 'P-Wing', 'Mr. Scooty'], 'players': ['Ben', 'Guy', 'Johan', 'Eirik'], 'characters': ['Baby Luigi', 'Baby Mario', 'Dry Bowser', 'Shy Guy'], 'time': 1452000257.559342, 'handicaps before this game': [-1.25, 5.5, 6.0, 6.5], 'team selection': 'random'}
1289,{'tyres': ['Cyber Slick', 'Funky Monster', 'Slim', 'Funky Monster'], 'team colours': ['red', 'red', 'blue', 'blue'], 'gliders': ['Peach Parasol', 'Flower Glider', 'Waddle Wing', 'Bowser Kite'], 'vehicles': ['Master Cycle', 'Wild Wiggler', 'Pipe Frame', 'Gold Standard'], 'players': ['Sid', 'Ian', 'Arvinda', 'Computer'], 'characters': ['Mario', 'Yoshi', 'Larry', 'Wario'], 'time': 1452005503.934038, 'handicaps before this game': [3.75, 9.25, 2.25, 0.0], 'team selection': 'random'}
